State:,IDENTIFIER,CONSTANT,STRING_LITERAL,SIZEOF,PTR_OP,INC_OP,DEC_OP,LEFT_OP,RIGHT_OP,LE_OP,GE_OP,EQ_OP,NE_OP,AND_OP,OR_OP,MUL_ASSIGN,DIV_ASSIGN,MOD_ASSIGN,ADD_ASSIGN,SUB_ASSIGN,LEFT_ASSIGN,RIGHT_ASSIGN,AND_ASSIGN,XOR_ASSIGN,OR_ASSIGN,TYPE_NAME,TYPEDEF,EXTERN,STATIC,AUTO,REGISTER,INLINE,RESTRICT,CHAR,SHORT,INT,LONG,SIGNED,UNSIGNED,FLOAT,DOUBLE,CONST,VOLATILE,VOID,BOOL,COMPLEX,IMAGINARY,STRUCT,UNION,ENUM,ELLIPSIS,CASE,DEFAULT,IF,ELSE,SWITCH,WHILE,DO,FOR,GOTO,CONTINUE,BREAK,RETURN,primary_expression,(,expression,),postfix_expression,[,],argument_expression_list,.,type_name,{,initializer_list,},",",assignment_expression,unary_expression,unary_operator,cast_expression,&,*,+,-,~,!,multiplicative_expression,/,%,additive_expression,shift_expression,relational_expression,<,>,equality_expression,and_expression,exclusive_or_expression,^,inclusive_or_expression,|,logical_and_expression,logical_or_expression,conditional_expression,?,:,assignment_operator,=,constant_expression,declaration,declaration_specifiers,;,init_declarator_list,storage_class_specifier,type_specifier,type_qualifier,function_specifier,init_declarator,declarator,initializer,struct_or_union_specifier,enum_specifier,struct_or_union,struct_declaration_list,struct_declaration,specifier_qualifier_list,struct_declarator_list,struct_declarator,enumerator_list,enumerator,pointer,direct_declarator,type_qualifier_list,parameter_type_list,identifier_list,parameter_list,parameter_declaration,abstract_declarator,direct_abstract_declarator,designation,designator_list,designator,statement,labeled_statement,compound_statement,expression_statement,selection_statement,iteration_statement,jump_statement,block_item_list,block_item,translation_unit,external_declaration,function_definition,declaration_list,S',$r
0, , , , , , , , , , , , , , , , , , , , , , , , , ,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26,27, , ,28,29,30,31, , , ,32,33,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35,36,37, , , 
1,r109, , , , , , , , , , , , , , , , , , , , , , , , ,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109, , , , , , , , , , , , , , ,r109, ,r109, ,r109, , , , , , , ,r109, , , , , ,r109, , , , , , , , , , , , , , , , , , , , , , ,r109, , , , , ,r109, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,r90, , , , , , , , , , , , , , , , , , , , , , , , ,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90,r90, , , , , , , , , , , , , , ,r90, ,r90, ,r90, , , , , , , ,r90, , , , , ,r90, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,r91, , , , , , , , , , , , , , , , , , , , , , , , ,r91,r91,r91,r91,r91,r91,r91,r91,r91,r91,r91,r91,r91,r91,r91,r91,r91,r91,r91,r91,r91,r91,r91,r91,r91, , , , , , , , , , , , , , ,r91, ,r91, ,r91, , , , , , , ,r91, , , , , ,r91, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r91, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,r92, , , , , , , , , , , , , , , , , , , , , , , , ,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92, , , , , , , , , , , , , , ,r92, ,r92, ,r92, , , , , , , ,r92, , , , , ,r92, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r92, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,r93, , , , , , , , , , , , , , , , , , , , , , , , ,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93,r93, , , , , , , , , , , , , , ,r93, ,r93, ,r93, , , , , , , ,r93, , , , , ,r93, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r93, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,r94, , , , , , , , , , , , , , , , , , , , , , , , ,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94, , , , , , , , , , , , , , ,r94, ,r94, ,r94, , , , , , , ,r94, , , , , ,r94, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r94, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,r139, , , , , , , , , , , , , , , , , , , , , , , , ,r139,r139,r139,r139,r139,r139,r139,r139,r139,r139,r139,r139,r139,r139,r139,r139,r139,r139,r139,r139,r139,r139,r139,r139,r139, , , , , , , , , , , , , , ,r139, ,r139, ,r139, , , , , , , ,r139, , , , , ,r139, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r139, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,r137,r137,r137,r137, ,r137,r137, , , , , , , , , , , , , , , , , , ,r137,r137,r137,r137,r137,r137,r137,r137,r137,r137,r137,r137,r137,r137,r137,r137,r137,r137,r137,r137,r137,r137,r137,r137,r137, , , , , , , , , , , , , , ,r137, ,r137, ,r137,r137, , , , , , ,r137, , , , ,r137,r137,r137,r137,r137,r137, , , , , , , , , , , , , , , , , , ,r137, , , , , ,r137, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9,r96, , , , , , , , , , , , , , , , , , , , , , , , ,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96, , , , , , , , , , , , , , ,r96, ,r96, ,r96, , , , , , , ,r96, , , , , ,r96, , , , , , , , , , , , , , , , , , , , , , ,r96, , , , , ,r96, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,r97, , , , , , , , , , , , , , , , , , , , , , , , ,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97, , , , , , , , , , , , , , ,r97, ,r97, ,r97, , , , , , , ,r97, , , , , ,r97, , , , , , , , , , , , , , , , , , , , , , ,r97, , , , , ,r97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11,r98, , , , , , , , , , , , , , , , , , , , , , , , ,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98, , , , , , , , , , , , , , ,r98, ,r98, ,r98, , , , , , , ,r98, , , , , ,r98, , , , , , , , , , , , , , , , , , , , , , ,r98, , , , , ,r98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,r99, , , , , , , , , , , , , , , , , , , , , , , , ,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99,r99, , , , , , , , , , , , , , ,r99, ,r99, ,r99, , , , , , , ,r99, , , , , ,r99, , , , , , , , , , , , , , , , , , , , , , ,r99, , , , , ,r99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,r102, , , , , , , , , , , , , , , , , , , , , , , , ,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102, , , , , , , , , , , , , , ,r102, ,r102, ,r102, , , , , , , ,r102, , , , , ,r102, , , , , , , , , , , , , , , , , , , , , , ,r102, , , , , ,r102, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
14,r103, , , , , , , , , , , , , , , , , , , , , , , , ,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103,r103, , , , , , , , , , , , , , ,r103, ,r103, ,r103, , , , , , , ,r103, , , , , ,r103, , , , , , , , , , , , , , , , , , , , , , ,r103, , , , , ,r103, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,r100, , , , , , , , , , , , , , , , , , , , , , , , ,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100, , , , , , , , , , , , , , ,r100, ,r100, ,r100, , , , , , , ,r100, , , , , ,r100, , , , , , , , , , , , , , , , , , , , , , ,r100, , , , , ,r100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,r101, , , , , , , , , , , , , , , , , , , , , , , , ,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101,r101, , , , , , , , , , , , , , ,r101, ,r101, ,r101, , , , , , , ,r101, , , , , ,r101, , , , , , , , , , , , , , , , , , , , , , ,r101, , , , , ,r101, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
17,r136,r136,r136,r136, ,r136,r136, , , , , , , , , , , , , , , , , , ,r136,r136,r136,r136,r136,r136,r136,r136,r136,r136,r136,r136,r136,r136,r136,r136,r136,r136,r136,r136,r136,r136,r136,r136,r136, , , , , , , , , , , , , , ,r136, ,r136, ,r136,r136, , , , , , ,r136, , , , ,r136,r136,r136,r136,r136,r136, , , , , , , , , , , , , , , , , , ,r136, , , , , ,r136, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
18,r138,r138,r138,r138, ,r138,r138, , , , , , , , , , , , , , , , , , ,r138,r138,r138,r138,r138,r138,r138,r138,r138,r138,r138,r138,r138,r138,r138,r138,r138,r138,r138,r138,r138,r138,r138,r138,r138, , , , , , , , , , , , , , ,r138, ,r138, ,r138,r138, , , , , , ,r138, , , , ,r138,r138,r138,r138,r138,r138, , , , , , , , , , , , , , , , , , ,r138, , , , , ,r138, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,r95, , , , , , , , , , , , , , , , , , , , , , , , ,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95, , , , , , , , , , , , , , ,r95, ,r95, ,r95, , , , , , , ,r95, , , , , ,r95, , , , , , , , , , , , , , , , , , , , , , ,r95, , , , , ,r95, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
20,r104, , , , , , , , , , , , , , , , , , , , , , , , ,r104,r104,r104,r104,r104,r104,r104,r104,r104,r104,r104,r104,r104,r104,r104,r104,r104,r104,r104,r104,r104,r104,r104,r104,r104, , , , , , , , , , , , , , ,r104, ,r104, ,r104, , , , , , , ,r104, , , , , ,r104, , , , , , , , , , , , , , , , , , , , , , ,r104, , , , , ,r104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21,r105, , , , , , , , , , , , , , , , , , , , , , , , ,r105,r105,r105,r105,r105,r105,r105,r105,r105,r105,r105,r105,r105,r105,r105,r105,r105,r105,r105,r105,r105,r105,r105,r105,r105, , , , , , , , , , , , , , ,r105, ,r105, ,r105, , , , , , , ,r105, , , , , ,r105, , , , , , , , , , , , , , , , , , , , , , ,r105, , , , , ,r105, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
22,r106, , , , , , , , , , , , , , , , , , , , , , , , ,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106,r106, , , , , , , , , , , , , , ,r106, ,r106, ,r106, , , , , , , ,r106, , , , , ,r106, , , , , , , , , , , , , , , , , , , , , , ,r106, , , , , ,r106, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,r113, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r113, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,r114, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r114, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
25,S38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,S39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26, , , , , , , , , , , , , , , , , , , , , , , , , ,r232,r232,r232,r232,r232,r232,r232,r232,r232,r232,r232,r232,r232,r232,r232,r232,r232,r232,r232,r232,r232,r232,r232,r232,r232, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r232
27,S40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,S41, , , , , , , , , , , , , , , , , ,S42, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,S43,44, , , , ,45,46, , , , , , , , , , , ,47,48, , , , , , , , , , , , , , , , , , , , , , , , , 
28,r78, , , , , , , , , , , , , , , , , , , , , , , , ,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25, , , , , , , , , , , , , , ,r78, ,r78, ,r78, , , , , , , ,r78, , , , , ,r78, , , , , , , , , , , , , , , , , , , , , , , , , , , ,49,r78, ,28,29,30,31, , , ,32,33,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
29,r80, , , , , , , , , , , , , , , , , , , , , , , , ,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25, , , , , , , , , , , , , , ,r80, ,r80, ,r80, , , , , , , ,r80, , , , , ,r80, , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,r80, ,28,29,30,31, , , ,32,33,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30,r82, , , , , , , , , , , , , , , , , , , , , , , , ,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25, , , , , , , , , , , , , , ,r82, ,r82, ,r82, , , , , , , ,r82, , , , , ,r82, , , , , , , , , , , , , , , , , , , , , , , , , , , ,51,r82, ,28,29,30,31, , , ,32,33,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31,r84, , , , , , , , , , , , , , , , , , , , , , , , ,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25, , , , , , , , , , , , , , ,r84, ,r84, ,r84, , , , , , , ,r84, , , , , ,r84, , , , , , , , , , , , , , , , , , , , , , , , , , , ,52,r84, ,28,29,30,31, , , ,32,33,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
32,r107, , , , , , , , , , , , , , , , , , , , , , , , ,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107, , , , , , , , , , , , , , ,r107, ,r107, ,r107, , , , , , , ,r107, , , , , ,r107, , , , , , , , , , , , , , , , , , , , , , ,r107, , , , , ,r107, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
33,r108, , , , , , , , , , , , , , , , , , , , , , , , ,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108, , , , , , , , , , , , , , ,r108, ,r108, ,r108, , , , , , , ,r108, , , , , ,r108, , , , , , , , , , , , , , , , , , , , , , ,r108, , , , , ,r108, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
34,S53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,S54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
35, , , , , , , , , , , , , , , , , , , , , , , , , ,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26,27, , ,28,29,30,31, , , ,32,33,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55,37, , ,acc
36, , , , , , , , , , , , , , , , , , , , , , , , , ,r229,r229,r229,r229,r229,r229,r229,r229,r229,r229,r229,r229,r229,r229,r229,r229,r229,r229,r229,r229,r229,r229,r229,r229,r229, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r229
37, , , , , , , , , , , , , , , , , , , , , , , , , ,r231,r231,r231,r231,r231,r231,r231,r231,r231,r231,r231,r231,r231,r231,r231,r231,r231,r231,r231,r231,r231,r231,r231,r231,r231, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r231
38,r131, , , , , , , , , , , , , , , , , , , , , , , , ,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131,r131, , , , , , , , , , , , , , ,r131, ,r131, ,r131, , , , ,S56, , ,r131, , , , , ,r131, , , , , , , , , , , , , , , , , , , , , , ,r131, , , , , ,r131, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
39,S57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,58,59, , , , , , , , , , , , , , , , , , , , , , , , , , , 
40, , , , , , , , , , , , , , , , , , , , , , , , , ,r142,r142,r142,r142,r142,r142,r142,r142,r142,r142,r142,r142,r142,r142,r142,r142,r142,r142,r142,r142,r142,r142,r142,r142,r142, , , , , , , , , , , , , , ,r142, ,r142, ,r142, , , , ,r142, , ,r142, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r142, ,r142, , , ,r142, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
41,S40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,S41, , , , , , , , , , , , , , , , , ,S42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60, , , , , , , , , , , ,47,48, , , , , , , , , , , , , , , , , , , , , , , , , 
42,r155, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,S8, , , , , , , , ,S17,S18, , , , , , , , , , , , , , , , , , , , , ,r155, ,r155, ,r155, , , , , , , ,r155, , , , , ,S42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,61, , , , , , , , , , , , , , ,62, ,63, , , , , , , , , , , , , , , , , , , , , , , , 
43,r76,r76,r76,r76, ,r76,r76, , , , , , , , , , , , , , , , , , ,r76,r76,r76,r76,r76,r76,r76,r76,r76,r76,r76,r76,r76,r76,r76,r76,r76,r76,r76,r76,r76,r76,r76,r76,r76, ,r76,r76,r76, ,r76,r76,r76,r76,r76,r76,r76,r76, ,r76, , , , , , , , ,r76, ,r76, , , , , ,r76,r76,r76,r76,r76,r76, , , , , , , , , , , , , , , , , , , , , , , , ,r76, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r76
44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,S64, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,S65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r86, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r86, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
46, , , , , , , , , , , , , , , , , , , , , , , , , ,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25, , , , , , , , , , , , , , , , , , , , , , , ,S66, , ,r88, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,S67, ,68,69,r88, ,28,29,30,31, , , ,32,33,34, , , , , , , , , , , , , , , , , , , , , ,70, , , , , , , , , ,71, , 
47,S40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,S41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,72, , , , , , , , , , , , , , , , , , , , , , , , , 
48, , , , , , , , , , , , , , , , , , , , , , , , , ,r141,r141,r141,r141,r141,r141,r141,r141,r141,r141,r141,r141,r141,r141,r141,r141,r141,r141,r141,r141,r141,r141,r141,r141,r141, , , , , , , , , , , , , , ,S73, ,r141, ,S74, , , , ,r141, , ,r141, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r141, ,r141, , , ,r141, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
49,r79, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r79, ,r79, ,r79, , , , , , , ,r79, , , , , ,r79, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r79, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
50,r81, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r81, ,r81, ,r81, , , , , , , ,r81, , , , , ,r81, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r81, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51,r83, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r83, ,r83, ,r83, , , , , , , ,r83, , , , , ,r83, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r83, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
52,r85, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r85, ,r85, ,r85, , , , , , , ,r85, , , , , ,r85, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r85, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
53,r112, , , , , , , , , , , , , , , , , , , , , , , , ,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112, , , , , , , , , , , , , , ,r112, ,r112, ,r112, , , , ,S75, , ,r112, , , , , ,r112, , , , , , , , , , , , , , , , , , , , , , ,r112, , , , , ,r112, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
54, , , , , , , , , , , , , , , , , , , , , , , , , ,S1, , , , , , ,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,76,77, , , , ,32,33,34,78,79,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
55, , , , , , , , , , , , , , , , , , , , , , , , , ,r230,r230,r230,r230,r230,r230,r230,r230,r230,r230,r230,r230,r230,r230,r230,r230,r230,r230,r230,r230,r230,r230,r230,r230,r230, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r230
56,S57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,81,59, , , , , , , , , , , , , , , , , , , , , , , , , , , 
57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r134,r134, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,S82, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
58, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,S83,S84, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r132,r132, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,S85, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
